Track ID,Track Name,Artist(s),Album,Danceability Rating,Energy Rating,Key Rating,Loudness Rating,Mode Rating,Speechiness Rating,Acousticness Rating,Instrumentalness Rating,Liveness Rating,Valence Rating,Tempo Rating
1AtkEAxuC3tn0xvfzaLGCo,My ! My !,The Pied Pipers,What is This Thing Called Love?,0.81,0.375,7,-9.0,1,0.0455,0.82,0.106,0.0299,0.724,142.223
1xXydFs62EqOXFMPizVhn4,Salt Peanuts,Dizzy Gillespie,Groovin' High,0.701,0.393,5,-9.868,1,0.155,0.919,0.384,0.0964,0.791,75.908
